To learn about increasing the verbosity of the NGen log files please see http://go.microsoft.com/fwlink/?linkid=210113
08/21/2019 18:24:11.078 [16068]: Failed to load dependency Microsoft.SqlTools.Telemetry.Interop of assembly SqlWorkbench.Interfaces, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:29:04.191 [19476]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:04.207 [19476]: ngen returning 0x00000000
08/21/2019 18:29:04.233 [9796]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Ifcaec084#\3da3ead467bb6aea53a420f6008953d8\Microsoft.Internal.Tasks.Dataflow.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:04.526 [9796]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:04.542 [9796]: ngen returning 0x00000000
08/21/2019 18:29:04.568 [9800]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.J101a9e0c#\ed01aa4678be44ee546a35a185e291b7\Microsoft.JavaScript.Services.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:04.856 [9800]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:04.872 [9800]: ngen returning 0x00000000
08/21/2019 18:29:04.899 [7960]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.J4b297ca8#\48a368b7a41648d14192355dfa0d897b\Microsoft.JSON.Editor.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:05.187 [7960]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:05.204 [7960]: ngen returning 0x00000000
08/21/2019 18:29:05.231 [19520]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.JScript\c8e42960ea72654dfc76764f59d71193\Microsoft.JScript.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:05.525 [19520]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:05.541 [19520]: ngen returning 0x00000000
08/21/2019 18:29:05.567 [19544]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.JSON.Core\edf983093723494b2f589dd49c95c740\Microsoft.JSON.Core.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:05.855 [19544]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:05.872 [19544]: ngen returning 0x00000000
08/21/2019 18:29:05.898 [19768]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Kd58820a5#\eda8e0e1e674245498a0bdf222262413\Microsoft.KeyDistributionService.Cmdlets.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:06.186 [19768]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:06.203 [19768]: ngen returning 0x00000000
08/21/2019 18:29:06.231 [19776]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.M870d558a#\b2396f7f63d53f928ea89fa13ade0fa2\Microsoft.Management.Infrastructure.Native.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:06.522 [19776]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:06.539 [19776]: ngen returning 0x00000000
08/21/2019 18:29:06.569 [19884]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Mf49f6405#\d69b81bc1cdc1c4b881c26e5683bcfeb\Microsoft.Management.Infrastructure.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:06.856 [19884]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:06.872 [19884]: ngen returning 0x00000000
08/21/2019 18:29:06.898 [18192]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Mff1be75b#\fdf1ee29bd17f14d01d18818265fb036\Microsoft.ManagementConsole.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:07.188 [18192]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:07.205 [18192]: ngen returning 0x00000000
08/21/2019 18:29:07.231 [11900]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Msagl\ca0894cb0e3f0cc7cbd1afa5157b0500\Microsoft.Msagl.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:07.522 [11900]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:07.539 [11900]: ngen returning 0x00000000
08/21/2019 18:29:07.566 [17688]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.MSXML\e5fb3687004908ac03f3c1cbb2a81347\Microsoft.MSXML.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:07.850 [17688]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:07.867 [17688]: ngen returning 0x00000000
08/21/2019 18:29:07.895 [17628]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Na6b39524#\fcf97b9c36b46a2dd7a5f36587ae14c3\Microsoft.NetEnterpriseServers.ExceptionMessageBox.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:08.182 [17628]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:08.198 [17628]: ngen returning 0x00000000
08/21/2019 18:29:08.224 [18152]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.O2eb0cc9a#\95d79f81acc45bcd5f0ed5f06800478a\Microsoft.Office.Tools.v4.0.Framework.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:08.519 [18152]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:08.536 [18152]: ngen returning 0x00000000
08/21/2019 18:29:08.561 [14988]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.O4161a3a3#\89a1ecfcc787d8ea0b16785c22bbcce1\Microsoft.Office.Tools.Excel.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:08.851 [14988]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:08.868 [14988]: ngen returning 0x00000000
08/21/2019 18:29:08.893 [2848]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.O4a946565#\a2e3cdeccb52a3292b97fe0e009d3367\Microsoft.Office.Tools.Common.Implementation.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:09.184 [2848]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:09.200 [2848]: ngen returning 0x00000000
08/21/2019 18:29:09.226 [7780]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.O4b20f4dd#\5936da27c612da0df1775d77ca1b18cb\Microsoft.Office.Tools.Outlook.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:09.516 [7780]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:09.532 [7780]: ngen returning 0x00000000
08/21/2019 18:29:09.559 [7600]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.O5263ae01#\ebed4399d589a1e3680da884b0e97693\Microsoft.Office.Tools.Outlook.Implementation.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:09.849 [7600]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:09.866 [7600]: ngen returning 0x00000000
08/21/2019 18:29:09.893 [6288]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.O5949707a#\10e914dfea3c056a69efe14b4559d69c\Microsoft.Office.Tools.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:10.182 [6288]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:10.199 [6288]: ngen returning 0x00000000
08/21/2019 18:29:10.225 [3676]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.O854200f9#\907a3b2d251e80dd5b9eb3b593fd275e\Microsoft.Office.Tools.Common.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:10.521 [3676]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:10.538 [3676]: ngen returning 0x00000000
08/21/2019 18:29:10.568 [11944]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Oab3f8ec6#\b70104cc24f0b447d40c42ffc9dc6278\Microsoft.Office.Tools.Word.Implementation.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:10.919 [11944]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:10.944 [11944]: ngen returning 0x00000000
08/21/2019 18:29:10.973 [16120]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Oe2e369ff#\caae6f193b3c3ab4c7e7a07dafd62cd3\Microsoft.Office.Tools.Excel.Implementation.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:11.262 [16120]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:11.279 [16120]: ngen returning 0x00000000
08/21/2019 18:29:11.305 [13836]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Oeab01fba#\e4296c4db5ebf1a6db011afa30669a1f\Microsoft.Office.Tools.Word.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:11.593 [13836]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:11.610 [13836]: ngen returning 0x00000000
08/21/2019 18:29:11.638 [8048]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P047767ce#\743cb25a7d207c636f790acb33f0c9a8\Microsoft.PowerShell.Core.Activities.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:11.927 [8048]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:11.944 [8048]: ngen returning 0x00000000
08/21/2019 18:29:11.971 [16292]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P08ac43d5#\7f24192db26f7ffe5ba51229d29422f9\Microsoft.PowerShell.Utility.Activities.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:12.260 [16292]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:12.276 [16292]: ngen returning 0x00000000
08/21/2019 18:29:12.314 [15892]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P1706cafe#\b1eddd12a9aa5e1e73d89cc77cf32c48\Microsoft.PowerShell.Commands.Diagnostics.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:12.604 [15892]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:12.620 [15892]: ngen returning 0x00000000
08/21/2019 18:29:12.647 [15784]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P2b873110#\178752cff3b18f0ad1c1b13190a31c2b\Microsoft.ProgramSynthesis.Split.Text.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:12.933 [15784]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:12.950 [15784]: ngen returning 0x00000000
08/21/2019 18:29:12.977 [6152]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P34f388c1#\e018e09ba8c0c6d6b592439f027b7467\Microsoft.PowerShell.Diagnostics.Activities.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:13.266 [6152]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:13.282 [6152]: ngen returning 0x00000000
08/21/2019 18:29:13.309 [12620]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P3febe9bf#\8f53a14ca8aa8d473bfb3dc533589d2e\Microsoft.PowerBI.DAXParser.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:13.601 [12620]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:13.618 [12620]: ngen returning 0x00000000
08/21/2019 18:29:13.645 [5628]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P400d88c7#\f6cef9d894172c9c57ce3b13f5ba766f\Microsoft.ProgramSynthesis.Extraction.Text.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:13.934 [5628]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:13.951 [5628]: ngen returning 0x00000000
08/21/2019 18:29:13.977 [4448]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P4010a7a2#\d9c8da752dc1132993305b9d0c8b24d7\Microsoft.ProgramSynthesis.Extraction.Json.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:14.264 [4448]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:14.280 [4448]: ngen returning 0x00000000
08/21/2019 18:29:14.306 [16152]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P650a889e#\bb33489be41d4ef9bbd802f9395abde9\Microsoft.ProgramSynthesis.Detection.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:14.598 [16152]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:14.615 [16152]: ngen returning 0x00000000
08/21/2019 18:29:14.652 [15888]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P655586bb#\a4f2994acde61582521ee90405688b28\Microsoft.PowerShell.Activities.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:14.939 [15888]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:14.955 [15888]: ngen returning 0x00000000
08/21/2019 18:29:14.982 [9072]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P6f9a5e83#\474acf14f5f991b93a59f77d625bf7e9\Microsoft.PowerShell.Security.Activities.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:15.272 [9072]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:15.289 [9072]: ngen returning 0x00000000
08/21/2019 18:29:15.317 [16164]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P7b1303b6#\52266d68f5ec66eaa7efadfeebc1dc1b\Microsoft.ProgramSynthesis.Transformation.Json.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:15.607 [16164]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:15.624 [16164]: ngen returning 0x00000000
08/21/2019 18:29:15.653 [17672]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P7b1c56a8#\32785c79efa05f618a9ef0f4953e8b33\Microsoft.ProgramSynthesis.Transformation.Tree.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:15.938 [17672]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:15.955 [17672]: ngen returning 0x00000000
08/21/2019 18:29:15.981 [10688]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P7b1ca4d3#\b5aeb16a9eaa631e42f58cfdbf65de94\Microsoft.ProgramSynthesis.Transformation.Text.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:16.269 [10688]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:16.286 [10688]: ngen returning 0x00000000
08/21/2019 18:29:16.314 [10116]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P81f1fedd#\8b1dd367c67381fabbcab03695ecf8bd\Microsoft.Practices.Prism.SharedInterfaces.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:16.607 [10116]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:16.624 [10116]: ngen returning 0x00000000
08/21/2019 18:29:16.650 [16360]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P83b6f377#\60baace579135d73f370a84e905247a9\Microsoft.ProgramSynthesis.Compound.Extraction.Field.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:16.935 [16360]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:16.952 [16360]: ngen returning 0x00000000
08/21/2019 18:29:16.979 [10436]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.P9de5a786#\5945ff0e16704f997b03b5a4b698f1bf\Microsoft.PowerShell.Management.Activities.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:17.267 [10436]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:17.284 [10436]: ngen returning 0x00000000
08/21/2019 18:29:17.310 [7292]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Pa5c8476c#\9066ab49894b370c01cb4b3630ecbf1a\Microsoft.ProgramSynthesis.Compound.Split.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:17.600 [7292]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:17.617 [7292]: ngen returning 0x00000000
08/21/2019 18:29:17.644 [18948]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Pb378ec07#\11574c709e75c160ec6a6e1f2c9393c1\Microsoft.PowerShell.ConsoleHost.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:17.931 [18948]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:17.948 [18948]: ngen returning 0x00000000
08/21/2019 18:29:17.976 [19248]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Pb5eff1e2#\ca4cea6a1afc28611cf64212e68830fe\Microsoft.Practices.Prism.Mvvm.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:18.263 [19248]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:18.280 [19248]: ngen returning 0x00000000
08/21/2019 18:29:18.305 [18536]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Pc1a5b57c#\c94dc999343ed933d3d806c25332717e\Microsoft.ProgramSynthesis.Common.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:18.597 [18536]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:18.613 [18536]: ngen returning 0x00000000
08/21/2019 18:29:18.639 [18504]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Pd3654e2a#\c92758edcee03d1a46a60b0d05319b50\Microsoft.ProgramSynthesis.Extraction.Web.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:18.926 [18504]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:18.942 [18504]: ngen returning 0x00000000
08/21/2019 18:29:18.968 [18468]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Pefb7a36b#\0cb0e246d9b6944b92935df4deb82cc9\Microsoft.PowerShell.Workflow.ServiceCore.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:19.257 [18468]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:19.274 [18468]: ngen returning 0x00000000
08/21/2019 18:29:19.301 [8220]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.Pfa839451#\ff431065cf6108812e60916b9bbecfa4\Microsoft.ProgramSynthesis.Matching.Text.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:19.593 [8220]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:19.609 [8220]: ngen returning 0x00000000
08/21/2019 18:29:19.636 [14484]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.PolyKit\ea525c7ea6373dd07386e290a9026d45\Microsoft.PolyKit.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:19.923 [14484]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:19.939 [14484]: ngen returning 0x00000000
08/21/2019 18:29:19.965 [17852]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.R12715510#\03f1c12c27de279cc67e8969807b4443\Microsoft.ReportViewer.WinForms.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:20.251 [17852]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:20.268 [17852]: ngen returning 0x00000000
08/21/2019 18:29:20.294 [9160]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.R44458434#\eb6aac90a069a6f6697649618fb46220\Microsoft.ReportViewer.ProcessingObjectModel.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:20.580 [9160]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:20.597 [9160]: ngen returning 0x00000000
08/21/2019 18:29:20.623 [6372]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.R6da23ea9#\0dd9000ead3c5da58153b2bad6f42b69\Microsoft.ReportingServices.RsClient.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:20.907 [6372]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:20.923 [6372]: ngen returning 0x00000000
08/21/2019 18:29:20.950 [5664]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.R6fd6bd6b#\d7bb645a0f5687768d89a6e45cf7c7d0\Microsoft.ReportingServices.DataExtensions.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:21.237 [5664]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:21.254 [5664]: ngen returning 0x00000000
08/21/2019 18:29:21.283 [15736]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.R7e0a2e73#\5f8a23acfc35908422f44363be803873\Microsoft.Rest.ClientRuntime.Azure.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:21.570 [15736]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:21.587 [15736]: ngen returning 0x00000000
08/21/2019 18:29:21.612 [832]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.R89c9f584#\567ba83ece70b84135fb1bb9e39fc5e9\Microsoft.Rest.ClientRuntime.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:21.954 [832]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:21.976 [832]: ngen returning 0x00000000
08/21/2019 18:29:22.010 [20084]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.R9138f82f#\64af94cec8aa0b23a2493ac6b01b1079\Microsoft.ReportViewer.DataVisualization.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:22.304 [20084]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:22.321 [20084]: ngen returning 0x00000000
08/21/2019 18:29:22.347 [19972]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.R957ec1ce#\905b57124606707c8ec328e87c13d758\Microsoft.ReportingServices.ReportDesign.Common.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:22.638 [19972]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:22.655 [19972]: ngen returning 0x00000000
08/21/2019 18:29:22.681 [19928]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\Microsoft.R9d9c8439#\84f5a3a9fac719840c12d1a8fd263751\Microsoft.ReportingServices.QueryDesigners.IS.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:29:22.969 [19928]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:29:22.986 [19928]: ngen returning 0x00000000
